Entity,Code,Year,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number)
Switzerland,CHE,2004,27944,17656,1043,4140,3420,2700,1478,2130,1373,1409,977,944,90,5,232,1782,454,91,258,1122,569,440,95,125,705,131,168,144,6,164
Switzerland,CHE,2005,24642,17324,809,4545,3742,3133,1522,2207,1216,1308,1116,711,112,3,245,1514,449,51,192,1567,466,613,95,220,236,77,150,137,9,105
Switzerland,CHE,2006,26371,17421,715,4309,3959,2556,1319,2005,1461,1444,1142,688,58,2,162,1294,227,53,214,1412,502,401,62,218,675,47,307,118,7,105
Switzerland,CHE,2007,30370,16484,891,4394,3961,3423,1601,2112,1434,1552,939,515,33,2,127,1524,257,44,178,1375,498,825,44,205,408,260,179,78,7,70
Switzerland,CHE,2008,29445,15304,617,3203,4254,2245,1673,1976,1382,1380,1122,676,2,1,118,1536,117,24,149,1499,642,606,30,223,496,76,209,61,11,50
Switzerland,CHE,2009,23993,16437,507,3421,4430,2368,1736,2152,1475,1612,1297,492,2,1,77,1359,75,14,135,1571,619,842,15,286,964,60,297,30,8,31
Switzerland,CHE,2010,30234,16602,547,3432,4402,2805,1287,2094,1510,1215,1027,560,2,1,52,1185,8,2,103,1528,616,549,11,234,608,167,368,2,7,11
Switzerland,CHE,2011,28217,15868,567,4432,4617,3431,1723,1951,1675,1269,1100,548,2,0,28,918,8,3,74,1626,469,794,7,307,806,68,345,2,10,9
Switzerland,CHE,2012,29533,17357,580,5138,4593,2709,1667,1846,1425,1363,1275,503,3,0,2,887,9,1,35,2186,568,920,9,245,671,270,282,2,6,7
Switzerland,CHE,2013,23613,17575,492,4206,5664,3669,1831,2054,1292,1362,1368,636,3,0,2,916,5,1,8,1926,668,893,8,354,1033,77,299,2,5,6
Switzerland,CHE,2014,28666,17166,536,4218,5652,2824,2179,1833,1376,1039,1390,568,2,0,1,824,7,1,9,2251,751,1036,5,306,648,386,248,2,8,6
Switzerland,CHE,2015,25422,17813,379,2998,5024,3013,1640,1873,1489,925,1103,446,2,0,2,522,9,1,8,2217,693,1007,7,316,607,209,325,2,7,8
Switzerland,CHE,2016,30579,15785,492,4179,5329,3759,1966,1834,1325,1332,1376,620,2,0,2,353,7,2,7,2388,612,905,9,340,1378,185,259,2,5,7
Switzerland,CHE,2017,23665,17527,435,3998,6417,3861,2475,1737,1347,1001,1202,441,2,0,1,461,10,2,8,2692,640,814,9,267,886,94,473,2,10,10
Switzerland,CHE,2018,25107,18770,349,4536,6291,3996,1760,1997,1125,1178,1240,529,2,0,1,378,8,2,6,2182,498,1316,7,404,516,98,215,2,8,8
Switzerland,CHE,2019,27459,16571,322,4091,6180,4059,1867,1996,1410,1140,1111,354,3,0,2,197,7,2,11,3148,921,1064,8,446,1041,135,501,3,8,7
Tanzania,TZA,1990,95050,52943,91569,26141,3025,4851,6105,15652,8285,15110,5874,6797,71440,285779,52584,22160,7540,14517,3856,34,1656,66,2342,707,80,78,79,25560,10412,3666
Tanzania,TZA,1991,87384,47546,94492,21907,4334,4496,6331,15533,8033,10906,6040,4883,51454,181054,28269,21045,12664,21389,3699,270,1860,44,2702,534,54,127,73,38495,11393,4671
Tanzania,TZA,1992,102190,48293,87108,25317,3792,5452,7416,16098,6773,11002,7432,4028,46622,356246,31035,20268,9207,15344,3793,485,1550,59,1929,697,58,29,115,31167,10982,2536
Tanzania,TZA,1993,87437,49973,92189,25582,5775,5649,7188,14405,9764,14751,8773,6308,34099,304494,35141,17578,8221,14233,3544,850,2422,204,2274,784,40,29,77,29620,7911,2726
Tanzania,TZA,1994,94058,56682,81067,27065,5901,5063,7036,15148,9020,9951,7091,5433,66587,255446,40283,20327,7469,14374,3922,1212,2165,735,2317,761,69,29,66,25975,4130,2886
Tanzania,TZA,1995,91272,55988,99644,21706,6575,5288,8340,14082,8678,10124,6342,3826,65170,201934,32622,16741,5120,11992,3076,1660,2052,1411,1373,1056,400,29,62,25924,7339,1937
Tanzania,TZA,1996,84737,46990,92253,25244,8012,6531,7336,14448,8169,11666,6276,3417,27832,194473,19957,19187,5887,13961,2465,1688,2320,1098,1690,809,690,82,113,20567,4203,2430
Tanzania,TZA,1997,91521,56061,101899,30153,7143,6383,7296,14687,8787,10179,7617,5688,27250,227158,23080,16257,6922,10201,3050,1686,2994,1101,1194,1049,1080,58,171,22826,4328,2552
Tanzania,TZA,1998,98385,58038,88897,27799,7093,6666,7560,15418,9658,9743,6679,4043,50035,142253,12390,13389,5770,9877,2223,2249,1886,1525,1188,1055,1329,88,494,26128,4803,1848
Tanzania,TZA,1999,88742,50701,57989,20737,7258,7459,8055,14311,9233,9509,9355,5810,30216,231622,23186,18648,5890,11325,2865,2608,3358,2821,1422,1237,1890,174,406,16768,4108,1999
Tanzania,TZA,2000,82842,57786,64012,21163,9353,6206,9506,13355,7484,11884,8163,4381,30057,112152,14124,16026,4754,8145,2664,3397,3129,2314,1132,1208,2669,147,925,15967,3144,1580
Tanzania,TZA,2001,77550,46186,40436,27006,8021,7442,10214,13487,8784,9063,9368,5799,19200,83899,24735,16819,3288,8317,2435,3346,2539,2302,1210,1589,2032,377,554,13203,1991,2089
Tanzania,TZA,2002,93142,50877,39848,25750,11203,6478,9397,13657,9125,11423,7117,4054,19060,123414,19968,15646,4352,7719,2093,3383,3732,3176,1066,1464,2735,206,860,14432,1324,1267
Tanzania,TZA,2003,78971,56447,55373,27179,9917,8859,9500,14140,9113,8725,5522,5043,16259,106963,10174,14931,3558,5613,1951,3927,3773,3499,850,1163,1327,361,802,14113,283,1520
Tanzania,TZA,2004,99176,54812,66822,24436,10281,8770,10733,13431,7272,9683,6687,3737,17529,84726,15532,13326,3892,4355,1794,4486,3492,2927,997,1281,1733,718,1136,7865,74,1245
Tanzania,TZA,2005,85086,53053,70442,32123,8900,9721,12241,15082,9408,9134,8527,4843,7677,81746,12118,13648,2364,4613,1314,4314,2963,4471,560,1670,3944,846,1467,9044,50,614
Tanzania,TZA,2006,92753,52347,47906,29513,13483,7869,11375,12861,9450,8089,7557,4056,3881,77047,6879,9288,1650,4269,1300,4487,3804,5599,517,1725,4770,1337,1223,6396,54,512
Tanzania,TZA,2007,92170,57008,48740,27699,13188,8218,12094,13016,10028,7244,6276,2501,1280,78501,4866,8895,1490,2530,1242,4951,3903,3960,405,1528,3589,354,1056,5596,58,556
Tanzania,TZA,2008,90441,52533,55368,29725,9738,8833,12515,12757,9809,9149,8226,6121,205,86952,9690,10928,758,1555,688,5339,4615,4907,230,1218,4352,383,1735,3610,64,368
Tanzania,TZA,2009,80160,50533,50681,25495,15659,9831,11561,12967,10327,10119,6270,5510,225,75230,5211,9609,533,669,961,5139,3480,5103,134,1968,2212,1761,1187,1509,60,159
Tanzania,TZA,2010,93030,53260,53312,30257,11858,9173,13667,12493,9189,9007,8805,2703,264,78285,2941,8037,68,187,511,6476,4057,5498,57,2086,3359,1773,1990,186,70,56
Tanzania,TZA,2011,89371,46365,44419,26887,13749,11192,13103,13528,8181,6591,9806,2997,134,33868,2670,6567,71,184,344,6164,4171,6599,53,1684,5156,780,2992,166,82,69
Tanzania,TZA,2012,88603,54849,36880,30725,17141,10760,11309,13825,7410,11314,6275,2265,201,22400,91,7774,64,171,213,6606,3291,4743,77,2180,7665,2408,1567,176,56,46
Tanzania,TZA,2013,80424,56930,35796,27339,17485,12698,12199,12833,9983,7386,8664,3578,250,4966,192,5656,41,187,62,6137,4666,5374,55,2504,5810,1289,2181,164,65,68
Tanzania,TZA,2014,97511,48883,38048,30814,16705,10950,13818,14086,10223,7459,7337,4178,170,748,253,4889,38,168,61,5933,5121,7022,75,2267,11393,1302,2649,165,57,67
Tanzania,TZA,2015,72165,55805,33034,30513,14943,11903,13180,12756,9295,7331,8337,2917,112,974,167,4501,66,206,59,5893,4590,9292,50,1821,8384,1514,1426,127,58,57
Tanzania,TZA,2016,69369,59081,24124,31383,19920,9856,13726,13041,10226,7076,8857,4000,218,805,169,3994,68,233,59,6770,4349,8387,51,1966,11131,1925,1976,189,54,66
Tanzania,TZA,2017,78721,61049,18473,30081,16772,12788,12971,12577,9915,8140,7270,3703,257,760,147,2370,65,180,58,7734,5459,6837,53,2032,6391,1580,3005,154,64,60
Tanzania,TZA,2018,75614,60110,18102,25445,20244,13787,14300,12819,9748,8253,8700,2960,110,843,178,1882,40,135,70,8170,4784,7213,57,1814,4484,2482,1560,248,51,60
Tanzania,TZA,2019,70006,58072,18214,28609,19325,10751,14853,11160,10099,7553,7186,3417,229,650,153,1773,55,198,64,8315,4712,7529,60,2163,3687,708,3489,179,66,61
Thailand,THA,1990,189190,93357,37423,26677,7486,8619,7487,21433,9428,16997,7147,6257,28941,23949,15339,23142,11266,5999,4079,83,2259,59,3435,645,94,36,100,12245,13055,5404
Thailand,THA,1991,176350,101460,33091,32354,8375,10297,6888,19150,7642,13993,8534,7509,21175,20944,12232,20776,9521,6350,5290,546,2188,73,2355,536,35,93,74,9296,11335,5432
Thailand,THA,1992,161110,106498,42312,25692,8895,11872,6914,19108,8983,13530,6838,5667,19036,18171,15153,18208,8584,6056,4381,1298,2093,73,2449,734,132,43,41,10644,13630,4045
Thailand,THA,1993,161888,100062,40945,29741,10507,10426,8943,18521,7864,16109,7311,5091,25563,31567,11715,24513,10610,5426,4774,1577,2070,377,1736,896,76,133,118,12579,15242,2527
Thailand,THA,1994,142074,105032,40624,28865,9108,10333,9359,18838,9969,14434,8085,6919,14296,12463,12189,20219,5447,6268,4137,2099,2637,558,2412,1338,54,35,54,8687,11395,3637
Thailand,THA,1995,166330,111970,31480,30746,11212,12736,7915,14986,11300,14480,7753,6980,9115,16463,13468,21590,8724,5370,3297,3304,2916,1311,2110,1101,400,35,93,10001,8012,3282
Thailand,THA,1996,189354,106615,33014,35434,14084,11619,8903,19035,10468,14617,9447,7045,19866,13720,9147,17503,7782,4298,3817,3337,2443,1560,2112,933,1126,35,158,10936,8679,2349
Thailand,THA,1997,189370,109177,35617,32803,15558,14043,8886,17655,10980,14992,10457,6220,9598,20667,10129,18124,8314,4327,3171,4507,2681,1997,1671,1173,890,71,307,9833,6349,3148
Thailand,THA,1998,179493,103415,33973,32744,14633,14527,10583,19877,10703,11387,7981,5564,16680,15235,7429,20694,6675,4014,3043,4356,3365,2215,1767,1069,1082,299,375,8436,5128,2759
Thailand,THA,1999,164064,98128,28235,35591,16699,13334,11021,18162,10552,11218,7677,7123,15244,14262,8889,14328,3399,4274,2358,4383,4493,3230,1527,1289,1658,271,729,7965,5192,2019
Thailand,THA,2000,199236,83894,25410,28641,17002,14029,8600,18316,9063,13342,9133,6162,9031,13223,11015,18057,2851,3560,2995,5988,4061,2424,1047,1630,2207,619,553,7484,3265,1878
Thailand,THA,2001,177446,105710,27975,29200,17738,15996,11718,16067,10834,10822,8123,5291,12288,6824,8642,14310,7416,2634,2428,6003,4139,3463,1808,1091,1847,210,862,6146,2748,2034
Thailand,THA,2002,186694,115695,24231,32999,16346,11337,9683,16848,8476,10661,9526,7131,7771,7642,6885,12652,4367,2920,2548,6297,3816,3746,1266,1512,3117,797,1152,5713,1274,1209
Thailand,THA,2003,192057,113655,24292,33383,21352,12865,11454,15938,10455,11227,6894,4929,3475,9207,7191,13516,4629,1830,2431,7638,3025,3834,1085,1758,4196,551,967,5790,434,1425
Thailand,THA,2004,151144,101420,26044,32709,23126,17564,11322,17141,9196,11212,8135,6929,4987,4900,5514,11062,3098,2536,1958,8620,4319,3778,707,1673,4940,514,1438,4352,73,1574
Thailand,THA,2005,123268,106544,25189,29168,24282,18794,12814,18105,10784,11041,9385,3561,4113,4375,5258,12969,2354,1861,1783,8700,4105,4789,797,1956,3607,364,889,4881,72,914
Thailand,THA,2006,178399,107824,17698,32939,25395,18038,14891,17129,10716,8275,8937,5732,1653,8358,4491,12872,1881,1242,1691,9632,5049,5126,472,1473,5366,1309,1419,3480,81,726
Thailand,THA,2007,153892,117492,19719,41611,20902,14847,14994,15991,10145,10919,6709,5369,698,7057,3356,11258,1467,656,1338,8290,4680,4683,318,2287,2275,420,2369,2010,54,834
Thailand,THA,2008,163812,107683,22335,27640,24184,22134,13297,16625,11067,11707,7938,5474,54,5431,1906,8641,1437,667,676,9914,4504,4301,273,2039,6388,549,1484,1826,75,442
Thailand,THA,2009,175792,93647,14452,33351,30040,18278,13587,15772,12702,9020,10897,3008,56,5062,2329,10186,675,321,1008,9865,4109,5728,162,1511,5450,837,1742,780,67,250
Thailand,THA,2010,168342,94993,17508,34952,35037,22095,15131,18562,12281,12296,9348,4081,77,3755,1530,10263,64,72,782,9801,5653,6057,69,1776,2800,1352,1579,71,75,58
Thailand,THA,2011,176683,109896,19220,29276,24546,17278,12423,16490,12541,8611,10009,5845,80,1654,776,8745,55,78,505,13418,5694,7568,84,2406,4077,560,1829,74,51,64
Thailand,THA,2012,175744,101010,19067,29852,30011,19263,15856,16585,9916,8545,8862,5795,73,1783,65,8470,70,85,242,12743,4108,7472,69,2445,6523,839,2232,97,78,72
Thailand,THA,2013,177332,99709,15274,33573,28176,24218,12683,15796,12015,10241,9707,5189,55,422,75,6968,84,68,75,12121,4742,7114,56,1551,5291,2838,2614,75,65,72
Thailand,THA,2014,146231,112495,19246,35190,32467,21276,15005,15285,11625,9191,8222,2760,50,60,79,6569,59,67,67,14109,6417,4982,70,2202,3953,665,1984,60,97,50
Thailand,THA,2015,156518,93733,12803,32658,32060,24769,13114,17585,11737,10308,9170,4172,76,52,75,3741,57,62,70,17067,5153,7352,60,1808,4664,1548,2315,82,62,64
Thailand,THA,2016,188847,109851,8578,30459,33806,22612,17997,15019,11292,8076,8456,4932,62,60,93,4098,51,72,60,15729,6135,9362,69,3454,3850,735,2777,60,62,68
Thailand,THA,2017,168006,93609,10157,32279,34688,21044,15841,17122,10631,10745,10477,3042,51,71,73,2510,80,77,58,14318,5644,7654,49,2861,7185,1014,2180,71,62,67
Thailand,THA,2018,179520,112682,10257,38773,39284,22681,20334,16118,13078,10152,11973,3761,94,67,75,2717,66,71,60,18248,6035,8198,71,2333,13171,805,3895,53,80,94
Thailand,THA,2019,173186,108688,9100,34045,36316,23331,17296,13881,10662,8081,9899,4208,67,67,61,1322,65,62,76,17135,8217,10037,70,2792,9631,1934,5197,82,78,61
Turkey,TUR,1990,193738,125265,37901,35723,8080,9089,7929,21814,11437,14554,8651,8545,39398,27910,12154,28097,15959,9158,5023,98,2251,73,3581,720,44,105,70,15536,23469,5687
Turkey,TUR,1991,198066,107369,27948,37116,10286,12769,8037,22561,11180,14982,10400,7334,44876,34522,22194,33161,14297,6957,6587,670,2720,82,3310,949,93,125,60,14788,11170,5690
Turkey,TUR,1992,186309,124932,49541,38913,11410,10611,10344,23358,12772,19188,7598,5537,25322,30652,11144,30580,15181,8322,5430,1303,2514,82,2874,1264,77,61,60,14709,19162,4034
Turkey,TUR,1993,211062,102420,45036,33439,15085,15524,8286,24388,13269,16739,9392,7393,18242,19691,14865,26604,10268,6593,6097,2356,2662,401,2552,1151,119,90,43,20261,13776,3498
Turkey,TUR,1994,196045,109605,40282,39593,11669,13717,10884,21389,12833,19254,13151,7419,31489,20731,12811,27644,11590,8536,5181,2196,3145,851,3732,1391,97,108,120,18140,17591,4689
Turkey,TUR,1995,223461,120029,45294,32270,12726,14211,9895,25506,13111,14367,11101,8261,12866,19237,17413,29536,7627,5090,5278,3653,2679,766,2545,1518,301,104,44,10031,14567,3119
Turkey,TUR,1996,189275,121205,31055,41441,14280,15252,9652,19210,13394,19192,9721,8179,28214,18939,10485,25348,11001,6163,4245,4876,3851,1592,2458,1383,1275,128,245,12809,7606,3790
Turkey,TUR,1997,194038,122478,28912,33859,16431,14818,11555,20582,12048,15784,11707,6048,21652,25406,9758,26683,8388,5322,3645,4859,3522,1612,2113,1388,1436,251,376,13798,7202,2890
Turkey,TUR,1998,205757,125072,42836,35371,17684,17282,11260,22318,13858,16950,9484,6477,18192,29483,6602,20869,8370,4430,4172,5806,3959,1260,2510,1502,2200,372,523,10184,5315,2563
Turkey,TUR,1999,214988,137649,38885,35520,18767,11643,13641,21222,12818,18057,11484,6559,14617,21845,11723,25988,6662,5121,3722,6361,3728,2787,1737,1495,3062,351,490,9364,6920,3118
Turkey,TUR,2000,262548,115330,31281,38325,25830,18388,11720,19773,11402,16273,12496,7024,13277,18724,11064,20758,5960,3692,3351,7746,3455,2926,1472,1716,3465,455,420,6958,4438,2480
Turkey,TUR,2001,180563,131075,32953,37592,19175,16020,15223,21972,10928,12433,10481,7353,11397,12323,9932,19500,5951,3255,2941,7315,4617,3333,1966,1858,2288,1245,1038,8195,2375,2103
Turkey,TUR,2002,223740,115871,35645,32511,21296,18212,12776,20951,12805,14484,11882,5290,12955,14536,10010,22893,4735,3423,2573,7578,4018,3947,1341,2127,2248,294,1711,6028,1731,1775
Turkey,TUR,2003,177419,138878,35417,38308,22630,13363,14309,19625,12866,13935,8707,7783,5197,12533,7542,20366,4246,2784,2378,9485,5064,6295,868,2386,2564,864,966,6289,313,1563
Turkey,TUR,2004,215400,118904,29075,31232,30802,16993,14726,19341,12510,14571,10563,5717,5336,11871,5373,16106,4918,2231,1800,8318,5174,4137,1169,1872,6404,690,1715,4786,69,1481
Turkey,TUR,2005,181550,121355,28781,39936,26416,21386,11337,18936,14102,14459,10426,8330,3206,8718,5939,13577,2241,1899,2143,10767,5751,5144,941,2155,2310,666,2197,5279,98,1450
Turkey,TUR,2006,202648,116442,23714,38528,26387,18223,15485,21120,13384,9789,9390,7006,3620,7796,6305,13637,2689,1449,2157,11046,5131,11618,747,2352,7209,462,2500,1680,86,837
Turkey,TUR,2007,239162,128768,22749,40259,31352,21401,15822,18861,12230,11625,7857,5169,549,9125,3901,14407,2289,1352,1438,14249,4110,7340,420,2029,6621,1016,1590,1990,67,664
Turkey,TUR,2008,212343,142874,24580,38929,29544,22104,14845,17823,12857,13980,10598,5783,86,3360,4656,13696,1730,1260,1571,11379,5715,6499,354,2229,8534,1935,2376,1896,65,591
Turkey,TUR,2009,182262,123171,22429,38760,27734,21623,15616,18352,12236,11409,12620,7183,48,5256,1728,11366,649,269,1017,11703,6796,6554,131,2604,6671,588,2299,887,100,250
Turkey,TUR,2010,191809,124807,21406,40502,38367,24297,18635,21501,14289,12483,9988,4330,82,3230,1984,12710,87,94,923,12534,4605,7418,76,2478,7963,630,1811,74,84,92
Turkey,TUR,2011,198286,125823,20098,47558,33804,22751,17762,19618,13027,12411,9935,5448,90,3989,737,11565,99,99,680,15034,6159,10621,85,2590,6894,1083,2415,61,59,87
Turkey,TUR,2012,216052,120785,12441,36949,36343,16186,19277,18275,13650,14599,11714,6119,109,1116,109,8884,98,92,440,16629,6488,7879,68,2958,3780,1726,1873,76,86,81
Turkey,TUR,2013,244491,147998,15629,34981,40481,24600,14686,17811,14002,11503,8972,4842,95,465,90,7914,65,87,84,15042,6564,9625,83,2946,11079,1472,3579,71,93,77
Turkey,TUR,2014,186611,125084,14512,40440,40560,27989,19706,17808,13166,11413,12020,6503,94,78,68,7122,59,78,97,17202,7017,8996,83,2597,7149,1687,2739,95,94,77
Turkey,TUR,2015,172523,132864,17547,41508,44362,29829,18333,19702,13853,11604,10684,5661,85,101,105,5805,77,90,83,17734,3468,7021,75,2886,4410,2198,4247,67,93,79
Turkey,TUR,2016,210971,124207,16623,34716,45068,29120,21116,20715,17052,9312,11962,6293,112,122,94,4551,90,107,83,17529,8060,9958,89,1980,12720,882,2574,107,107,88
Turkey,TUR,2017,200652,137958,12638,38373,48128,27684,18015,19012,12964,10281,11330,5059,124,106,80,2887,95,61,66,15207,5185,7633,103,3605,8805,2841,4430,101,63,74
Turkey,TUR,2018,234563,139576,9636,47029,46638,33091,20353,18727,13962,10474,12133,5401,69,157,66,3614,68,92,88,19122,8688,5460,66,2857,11727,966,1932,106,90,89
Turkey,TUR,2019,241811,124790,9723,42932,43441,26647,19373,19747,14622,9261,10140,5521,102,69,74,1274,74,82,81,15215,8210,14363,78,3645,11640,2356,4062,74,92,75
Uganda,UGA,1990,75605,37811,71921,20261,3458,3039,4234,10954,6595,9814,5756,3117,33480,322076,27088,15013,4213,13633,3429,23,1489,26,1403,575,22,67,37,28213,9862,3151
Uganda,UGA,1991,64313,38864,57913,21032,2625,2894,4074,10310,6575,9883,5187,4647,44541,194267,28366,16156,8239,13298,3179,228,1606,32,1474,454,58,83,22,32036,9580,2560
Uganda,UGA,1992,72475,36427,60896,14876,4092,4338,5281,10114,7723,10348,4875,3462,37903,252600,27956,17398,6418,12051,3008,399,1479,33,1397,454,22,61,48,23590,9359,2960
Uganda,UGA,1993,76862,36221,67100,22893,3696,3872,5233,9953,6408,10074,5339,3901,38560,192850,23049,10015,5876,10544,2832,676,1064,214,1563,544,64,55,29,21907,8316,2733
Uganda,UGA,1994,66257,39185,76223,18859,3679,4068,4989,12632,7015,8719,4532,3927,29914,246767,21819,19361,3378,8400,2858,704,1986,475,1583,698,88,34,43,22646,6896,1879
Uganda,UGA,1995,62906,38603,68242,23058,4846,4756,5916,12615,5818,7998,5769,4212,35838,208457,28206,14188,5767,12352,2433,1172,1431,487,1444,727,163,22,22,19422,7561,2627
Uganda,UGA,1996,78125,42626,51013,17820,5904,5101,6977,12012,6113,9390,5312,4997,34775,191356,20424,9521,6302,8953,1914,1255,1910,1118,1355,697,446,77,93,19491,4391,2090
Uganda,UGA,1997,72847,35903,43905,19268,5522,5175,4935,11311,5993,9379,5191,2501,28561,82687,21288,13903,5633,10677,2557,1585,2101,1295,1277,725,741,44,206,20202,4732,1655
Uganda,UGA,1998,66862,42777,60397,20491,5955,5432,6177,10155,7032,10367,5393,4533,39116,136739,18662,13701,4239,9114,1865,1841,2150,891,864,867,1023,67,279,15320,3220,1591
Uganda,UGA,1999,73482,44489,70043,20227,6180,5054,6420,11622,5431,7486,4916,3856,20731,157634,19732,12493,5121,8245,1731,1921,2112,1537,896,852,835,90,180,13044,1920,1226
Uganda,UGA,2000,62349,41346,56564,20444,7063,4894,6504,11570,6433,6487,5555,3358,16403,131784,11436,9493,4125,6645,1631,2213,2346,2108,783,999,1557,453,596,13021,1932,1017
Uganda,UGA,2001,65855,38249,55449,19465,7879,6555,7183,11608,6140,8750,6510,3425,18153,87089,12035,9066,3756,3507,1497,2298,2380,1548,771,1001,787,825,528,12656,1638,1308
Uganda,UGA,2002,72697,40070,53615,19887,8065,6342,7430,11748,6452,7872,5399,4090,17564,142734,12636,10728,3558,5633,1280,3164,2431,2572,637,964,1686,322,598,13595,689,1042
Uganda,UGA,2003,80279,42826,64041,23259,8459,6483,7554,9753,7221,8780,5714,2312,15335,94420,10969,7857,2474,5029,1482,2970,2294,2400,695,973,2778,180,598,10186,200,850
Uganda,UGA,2004,61223,45765,50637,19382,10121,6049,7147,11294,6972,7809,6016,3623,9700,94209,11869,8141,2025,3454,1098,3023,2813,3277,576,1192,3795,202,633,8702,25,778
Uganda,UGA,2005,66221,42378,45401,19721,9154,6732,9340,10322,6175,8533,4961,3088,7709,42187,12308,9803,1596,3888,845,3182,2611,3113,407,1068,4112,225,697,7837,36,482
Uganda,UGA,2006,63778,40105,31349,17994,8048,8042,5981,9590,6646,7904,5182,3284,5744,73868,8823,7509,1865,3261,948,3765,1860,3599,359,1399,1968,673,1038,6881,56,496
Uganda,UGA,2007,63360,47506,40088,16924,10833,7365,8961,11445,7702,6483,5819,3640,742,60832,6537,7646,983,1954,1047,3180,3625,3715,287,1358,3841,941,1307,5033,62,235
Uganda,UGA,2008,80357,47195,35816,19819,10334,7418,8357,10745,6192,6684,5131,2645,153,27000,6207,7569,794,1144,609,3437,2953,3649,180,1294,2850,292,1394,2134,53,297
Uganda,UGA,2009,61270,37154,32430,21624,11820,6575,8256,9752,7419,6427,6191,4157,119,56416,4261,5613,513,716,671,4181,4021,5049,78,1107,2732,314,1273,1228,57,152
Uganda,UGA,2010,63262,39413,32836,24731,10953,7144,9065,8887,6601,7812,6409,2914,124,38395,1398,5663,54,149,462,4871,3217,3305,46,1582,3665,943,1378,158,45,39
Uganda,UGA,2011,70357,41998,37997,23948,13469,9225,10326,10253,5390,7617,6514,3924,156,24035,1478,6983,41,147,310,4552,3456,5608,53,1525,6955,360,720,119,48,40
Uganda,UGA,2012,67223,41060,27831,21143,13153,8873,10895,8891,7343,5879,5553,4041,71,12338,226,4436,52,133,166,4955,3113,5233,47,1357,6547,1023,840,120,47,48
Uganda,UGA,2013,61826,38642,24277,24575,13346,8602,8744,9260,7169,7175,6703,2182,112,3485,123,4089,39,136,49,5381,3379,4623,53,1207,3706,1125,1697,159,29,33
Uganda,UGA,2014,69955,41262,22896,20366,12030,6752,10974,9671,7120,5901,7800,2174,155,383,119,2763,48,137,52,5179,3230,6983,43,1629,5544,1636,2060,127,45,43
Uganda,UGA,2015,68469,41142,28101,19186,11674,7217,8476,10448,8521,4816,5101,3787,150,1074,142,2624,50,139,45,5549,3168,4376,43,1809,7139,1901,1889,125,54,38
Uganda,UGA,2016,61227,42261,13518,17229,14374,9544,8522,11068,9041,6166,7160,3174,67,1037,126,2670,48,158,43,4671,3658,4477,53,2004,5048,945,1514,146,55,42
Uganda,UGA,2017,61126,42619,22966,21233,14984,7400,10628,9614,7329,6477,7950,2760,168,504,125,1827,42,104,41,6313,4164,4211,40,1736,2587,495,1468,130,47,45
Uganda,UGA,2018,65808,38215,15698,21584,13996,8585,9490,7993,7943,5849,6286,3024,79,545,141,1198,44,124,53,5959,3786,5789,43,1230,5429,517,2169,120,62,55
Uganda,UGA,2019,54090,40519,13713,21055,13277,8983,10830,10716,8236,5275,5835,2191,101,473,110,798,41,117,46,6302,3511,6963,40,1957,7299,540,1278,160,31,58
